,year,locationabbr,locationdesc,datasource,category,indicator,response,data_value_unit,data_value_type,data_value,data_value_alt,low_confidence_limit,high_confidence_limit,number,weightednumber,stratificationcategory1,stratification1,categoryid,indicatorid,locationid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategory2,stratification2,stratificationcategoryid2,stratificationid2,geolocation,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,data_value_footnote_symbol,data_value_footnote
263,2016,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.3,4.3,3.9,4.7,863.0,177299.0,Overall,Overall,DISEST,STATTYPE,8,Q6HEAR,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9.0,1398.0,,
264,2016,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,27.4,27.4,21.1,34.8,80.0,9328.0,Disability Status,Any Disability,DISEST,RACEIND,15,RACE06,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4.0,1657.0,,
265,2016,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Vision Disability,DISEST,RACEIND,35,RACE05,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11.0,616.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
266,2016,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,11.6,11.6,8.7,15.3,66.0,60070.0,Disability Status,Any Disability,DISEST,RACEIND,89,RACE05,AGEADJPREV,DISSTAT,DISABL,,,,,,,,,
267,2016,TX,Texas,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,42.4,42.4,33.5,51.7,157.0,396498.0,Disability Type,Vision Disability,DEMOG,JOB,48,JOB01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '31.827240407000488', 'longitude': '-99.42677020599967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23.0,3109.0,,
268,2016,KY,Kentucky,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,32.0,32.0,26.2,38.4,213.0,111099.0,Disability Type,Independent Living Disability,DEMOG,EDUCATE,21,EDUCATE01,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '37.645970271000465', 'longitude': '-84.77497104799966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36.0,235.0,,
269,2016,MO,Missouri,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,12.2,12.2,10.8,13.7,626.0,401971.0,Disability Status,No Disability,DEMOG,MARRIED,29,MARRIED02,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18.0,532.0,,
270,2016,HHS2,HHS Region 2,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,26.1,26.1,21.0,31.8,294.0,163356.0,Disability Type,Hearing Disability,DEMOG,MARRIED,81,MARRIED04,AGEADJPREV,DISTYPE,HEARDIS,,,,,,,,,
271,2016,CO,Colorado,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,27.4,27.4,24.1,30.8,301.0,87717.0,Disability Type,Cognitive Disability,DEMOG,JOB,8,JOB03,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9.0,1398.0,,
272,2016,MA,Massachusetts,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,31.4,31.4,21.2,43.9,61.0,40419.0,Disability Type,Self-care Disability,DEMOG,MARRIED,25,MARRIED04,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25.0,1919.0,,
273,2016,FL,Florida,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,37.9,37.9,35.5,40.3,2638.0,1337356.0,Disability Status,Any Disability,DEMOG,JOB,12,JOB01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '28.932040377000476', 'longitude': '-81.92896053899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30.0,1112.0,,
274,2016,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,13.8,13.8,12.2,15.6,366.0,24647.0,Disability Type,Mobility Disability,DISEST,AGEIND,50,AGE02,PREV,DISTYPE,MOBDIS,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
275,2016,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,7.7,7.7,4.4,13.0,57.0,12893.0,Disability Type,Self-care Disability,DISEST,RACEIND,12,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '28.932040377000476', 'longitude': '-81.92896053899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30.0,1112.0,,
276,2016,MO,Missouri,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,61.6,61.6,51.1,71.0,136.0,89815.0,Disability Type,Self-care Disability,DEMOG,MARRIED,29,MARRIED01,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '38.635790776000476', 'longitude': '-92.56630005299968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18.0,532.0,,
277,2016,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,7.9,7.9,5.0,12.2,37.0,10254.0,Disability Type,Independent Living Disability,DISEST,RACEIND,40,RACE04,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20.0,712.0,,
278,2016,NJ,New Jersey,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,36.0,36.0,30.2,42.2,167.0,200745.0,Disability Type,Cognitive Disability,DEMOG,MARRIED,34,MARRIED04,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46.0,489.0,,
279,2016,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.9,9.9,8.6,11.2,453.0,151911.0,Disability Type,Independent Living Disability,DISEST,SEXIND,40,SEX02,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20.0,712.0,,
280,2016,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,27.9,27.9,26.7,29.2,2884.0,1698787.0,Disability Status,Any Disability,DISEST,RACEIND,26,RACE01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
281,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,9.5,9.5,8.7,10.3,957.0,2483213.0,Disability Type,Cognitive Disability,DISEST,VETIND,6,VET2,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,,
282,2016,IL,Illinois,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,7.3,7.3,6.1,8.8,160.0,179918.0,Disability Type,Mobility Disability,DEMOG,MARRIED,17,MARRIED03,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0,1795.0,,
283,2016,DC,District of Columbia,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,23.2,23.2,16.6,31.4,72.0,6500.0,Disability Type,Vision Disability,DEMOG,EDUCATE,11,EDUCATE03,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '38.89037138500049', 'longitude': '-77.03196112699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44.0,1049.0,,
284,2016,OH,Ohio,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,65.0,65.0,55.3,73.6,456.0,244935.0,Disability Type,Vision Disability,DEMOG,EDUCATE,39,EDUCATE02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '40.06021014100048', 'longitude': '-82.40426005599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38.0,587.0,,
285,2016,HHS4,HHS Region 4,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,8.5,8.5,7.5,9.6,1258.0,350961.0,Disability Type,Independent Living Disability,DEMOG,EDUCATE,83,EDUCATE03,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
286,2016,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,7.2,7.2,5.9,8.6,128.0,72933.0,Disability Type,Independent Living Disability,DISEST,AGEIND,41,AGE02,PREV,DISTYPE,INDDIS,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,,
287,2016,HHS6,HHS Region 6,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,16.6,16.6,12.5,21.7,847.0,288310.0,Disability Type,Hearing Disability,DEMOG,EDUCATE,85,EDUCATE03,AGEADJPREV,DISTYPE,HEARDIS,,,,,,,,,
288,2016,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.9,78.9,77.3,80.4,2814.0,2442895.0,Disability Status,No Disability,DISEST,SEXIND,51,SEX01,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '37.54268067400045', 'longitude': '-78.45789046299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40.0,2758.0,,
289,2016,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.8,2.8,2.0,4.0,86.0,42916.0,Disability Type,Self-care Disability,DISEST,AGEIND,21,AGE01,PREV,DISTYPE,SELFDIS,,,,,"{'latitude': '37.645970271000465', 'longitude': '-84.77497104799966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36.0,235.0,,
290,2016,DC,District of Columbia,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,59.2,59.2,56.9,61.5,1637.0,250700.0,Disability Status,No Disability,DEMOG,EDUCATE,11,EDUCATE03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '38.89037138500049', 'longitude': '-77.03196112699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44.0,1049.0,,
291,2016,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,61.3,61.3,58.3,64.3,1142.0,1342514.0,Disability Status,No Disability,DISEST,AGEIND,42,AGE03,PREV,DISSTAT,NODIS,,,,,"{'latitude': '40.79373015200048', 'longitude': '-77.86070029399963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48.0,2495.0,,
292,2016,MN,Minnesota,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,70.6,70.6,69.7,71.5,8248.0,2252751.0,Disability Status,No Disability,DEMOG,JOB,27,JOB01,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1.0,392.0,,
293,2016,WY,Wyoming,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,28.4,28.4,17.2,43.2,39.0,4929.0,Disability Type,Vision Disability,DEMOG,JOB,56,JOB03,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14.0,3084.0,,
294,2016,CT,Connecticut,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,8.5,8.5,7.5,9.5,594.0,88999.0,Disability Status,Any Disability,DEMOG,MARRIED,9,MARRIED03,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '41.56266102000046', 'longitude': '-72.64984095199964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24.0,1043.0,,
295,2016,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,4.8,4.8,4.5,5.3,2335.0,1383798.0,Disability Type,Self-care Disability,DISEST,RACEIND,59,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,,,,,,,,
296,2016,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,15.9,15.9,11.5,21.5,163.0,65075.0,Disability Type,Independent Living Disability,DISEST,RACEIND,83,RACE07,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
297,2016,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.6,3.6,2.8,4.7,127.0,19125.0,Disability Type,Vision Disability,DISEST,RACEIND,10,RACE01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '39.008830667000495', 'longitude': '-75.57774116799965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43.0,1046.0,,
298,2016,NY,New York,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,29.5,29.5,28.3,30.6,8177.0,3163774.0,Disability Status,No Disability,DEMOG,JOB,36,JOB04,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '42.82700103200045', 'longitude': '-75.54397042699964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47.0,2092.0,,
299,2016,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,58.1,58.1,57.6,58.7,97164.0,28320087.0,Disability Status,No Disability,DISEST,AGEIND,59,AGE03,PREV,DISSTAT,NODIS,,,,,,,,,
300,2016,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,29.9,29.9,29.2,30.6,18968.0,8104580.0,Disability Status,Any Disability,DISEST,SEXIND,83,SEX02,AGEADJPREV,DISSTAT,DISABL,,,,,,,,,
301,2016,PA,Pennsylvania,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,56.8,56.8,44.4,68.5,133.0,176271.0,Disability Type,Self-care Disability,DEMOG,EDUCATE,42,EDUCATE02,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '40.79373015200048', 'longitude': '-77.86070029399963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48.0,2495.0,,
302,2016,RI,Rhode Island,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,46.3,46.3,30.2,63.2,84.0,11631.0,Disability Type,Self-care Disability,DEMOG,JOB,44,JOB03,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '41.70828019300046', 'longitude': '-71.52247031399963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27.0,2658.0,,
303,2016,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DISEST,RACEIND,11,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '38.89037138500049', 'longitude': '-77.03196112699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44.0,1049.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
304,2016,WY,Wyoming,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,7.6,7.6,5.7,10.1,153.0,6084.0,Disability Type,Mobility Disability,DEMOG,EDUCATE,56,EDUCATE03,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14.0,3084.0,,
305,2016,MI,Michigan,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,20.3,20.3,16.2,25.0,154.0,83796.0,Disability Type,Vision Disability,DEMOG,MARRIED,26,MARRIED02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
306,2016,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.6,4.6,4.2,5.0,1313.0,910353.0,Disability Type,Independent Living Disability,DISEST,SEXIND,84,SEX01,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
307,2016,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,24.1,24.1,14.9,36.6,21.0,33035.0,Disability Status,Any Disability,DISEST,RACEIND,17,RACE04,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0,1795.0,,
308,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13.8,13.8,12.0,15.9,355.0,711664.0,Disability Type,Hearing Disability,DISEST,AGEIND,6,AGE03,PREV,DISTYPE,HEARDIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,,
309,2016,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Status,No Disability,DISEST,RACEIND,72,RACE07,AGEADJPREV,DISSTAT,NODIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
310,2016,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.1,3.1,2.2,4.4,44.0,10000.0,Disability Type,Vision Disability,DISEST,AGEIND,11,AGE01,PREV,DISTYPE,VISDIS,,,,,"{'latitude': '38.89037138500049', 'longitude': '-77.03196112699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44.0,1049.0,,
311,2016,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,15.5,15.5,14.4,16.5,2176.0,1683748.0,Disability Status,Any Disability,DISEST,AGEIND,81,AGE01,PREV,DISSTAT,DISABL,,,,,,,,,
312,2016,AK,Alaska,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,15.0,15.0,9.5,22.9,48.0,11382.0,Disability Status,Any Disability,DEMOG,JOB,2,JOB02,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '64.84507995700051', 'longitude': '-147.72205903599973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51.0,1673.0,,
313,2016,CT,Connecticut,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,16.1,16.1,14.0,18.6,755.0,100328.0,Disability Status,Any Disability,DEMOG,EDUCATE,9,EDUCATE03,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '41.56266102000046', 'longitude': '-72.64984095199964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24.0,1043.0,,
314,2016,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,16.4,16.4,15.2,17.7,965.0,209812.0,Disability Type,Cognitive Disability,DISEST,VETIND,54,VET2,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '38.66551020200046', 'longitude': '-80.71264013499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.0,2749.0,,
315,2016,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Cognitive Disability,DISEST,RACEIND,16,RACE02,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5.0,1687.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
316,2016,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.6,5.6,5.3,5.9,3274.0,1794277.0,Disability Type,Independent Living Disability,DISEST,RACEIND,84,RACE01,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
317,2016,MS,Mississippi,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,9.1,9.1,7.1,11.5,129.0,33900.0,Disability Type,Cognitive Disability,DEMOG,MARRIED,28,MARRIED03,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32.0,494.0,,
318,2016,AL,Alabama,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,57.5,57.5,52.0,62.8,1023.0,435273.0,Disability Type,Mobility Disability,DEMOG,EDUCATE,1,EDUCATE02,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,,
319,2016,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.6,6.6,6.0,7.2,1296.0,265373.0,Disability Type,Independent Living Disability,DISEST,AGEIND,80,AGE02,PREV,DISTYPE,INDDIS,,,,,,,,,
320,2016,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,8.1,8.1,7.3,9.0,564.0,110680.0,Disability Type,Vision Disability,DISEST,VETIND,54,VET2,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '38.66551020200046', 'longitude': '-80.71264013499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.0,2749.0,,
321,2016,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.2,6.2,4.9,7.8,153.0,105226.0,Disability Type,Independent Living Disability,DISEST,SEXIND,22,SEX01,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22.0,1697.0,,
322,2016,AL,Alabama,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,16.3,16.3,10.8,23.8,117.0,39271.0,Disability Type,Hearing Disability,DEMOG,EDUCATE,1,EDUCATE03,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,,
323,2016,FL,Florida,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,20.0,20.0,17.8,22.5,1284.0,447092.0,Disability Type,Cognitive Disability,DEMOG,MARRIED,12,MARRIED02,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '28.932040377000476', 'longitude': '-81.92896053899966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30.0,1112.0,,
324,2016,AZ,Arizona,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,6.6,6.6,4.1,10.6,83.0,41094.0,Disability Type,Mobility Disability,DEMOG,JOB,4,JOB02,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '34.865970280000454', 'longitude': '-111.76381127699972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7.0,986.0,,
