,year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,latitude,longitude,locationid,categoryid,measureid,datavaluetypeid,short_question_text
197,2018,ID,Idaho,Ada,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,25.6,20.7,30.6,469966,43.45109387,-116.2411457,16001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
198,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.0,12.5,17.9,469966,43.45109387,-116.2411457,16001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
199,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.1,12.6,18.1,469966,43.45109387,-116.2411457,16001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
200,2018,ID,Idaho,Ada,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,68.5,64.6,72.2,469966,43.45109387,-116.2411457,16001,PREVENT,DENTAL,CrdPrv,Dental Visit
201,2018,ID,Idaho,Ada,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,68.4,64.6,72.0,469966,43.45109387,-116.2411457,16001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
202,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.6,7.9,9.4,469966,43.45109387,-116.2411457,16001,HLTHOUT,DIABETES,CrdPrv,Diabetes
203,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.0,7.3,8.6,469966,43.45109387,-116.2411457,16001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
204,2017,ID,Idaho,Ada,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.6,29.8,31.5,469966,43.45109387,-116.2411457,16001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
205,2017,ID,Idaho,Ada,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,26.3,25.6,27.1,469966,43.45109387,-116.2411457,16001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
206,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,2.4,2.8,469966,43.45109387,-116.2411457,16001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
207,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,2.3,2.6,469966,43.45109387,-116.2411457,16001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
208,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,16.9,14.8,19.2,469966,43.45109387,-116.2411457,16001,UNHBEH,LPA,CrdPrv,Physical Inactivity
209,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,16.6,14.5,18.8,469966,43.45109387,-116.2411457,16001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
210,2018,ID,Idaho,Ada,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.3,65.0,73.3,469966,43.45109387,-116.2411457,16001,PREVENT,MAMMOUSE,CrdPrv,Mammography
211,2018,ID,Idaho,Ada,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,68.8,64.4,73.1,469966,43.45109387,-116.2411457,16001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
212,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.1,10.8,13.5,469966,43.45109387,-116.2411457,16001,HLTHOUT,MHLTH,CrdPrv,Mental Health
213,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.2,10.9,13.8,469966,43.45109387,-116.2411457,16001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
214,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,25.0,23.6,26.3,469966,43.45109387,-116.2411457,16001,UNHBEH,OBESITY,CrdPrv,Obesity
215,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.8,23.5,26.2,469966,43.45109387,-116.2411457,16001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
216,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.3,9.1,11.5,469966,43.45109387,-116.2411457,16001,HLTHOUT,PHLTH,CrdPrv,Physical Health
217,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.9,8.9,11.1,469966,43.45109387,-116.2411457,16001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
218,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,31.6,34.8,469966,43.45109387,-116.2411457,16001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
219,2018,ID,Idaho,Ada,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.4,31.8,35.1,469966,43.45109387,-116.2411457,16001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
220,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,2.4,3.1,469966,43.45109387,-116.2411457,16001,HLTHOUT,STROKE,CrdPrv,Stroke
221,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,2.3,2.9,469966,43.45109387,-116.2411457,16001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
222,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.8,6.0,14.7,469966,43.45109387,-116.2411457,16001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
223,2018,ID,Idaho,Ada,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.2,6.2,15.3,469966,43.45109387,-116.2411457,16001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
224,2018,IA,Iowa,Adair,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.9,8.2,11.6,7063,41.33075609,-94.47105874,19001,PREVENT,ACCESS2,CrdPrv,Health Insurance
225,2018,IA,Iowa,Adair,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.5,8.8,12.6,7063,41.33075609,-94.47105874,19001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
226,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.4,28.9,31.8,7063,41.33075609,-94.47105874,19001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
227,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.5,22.3,24.7,7063,41.33075609,-94.47105874,19001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
228,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,20.6,19.7,21.5,7063,41.33075609,-94.47105874,19001,UNHBEH,BINGE,CrdPrv,Binge Drinking
229,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,24.8,23.6,25.9,7063,41.33075609,-94.47105874,19001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
230,2017,IA,Iowa,Adair,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.7,35.0,38.1,7063,41.33075609,-94.47105874,19001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
231,2017,IA,Iowa,Adair,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.2,27.9,30.4,7063,41.33075609,-94.47105874,19001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
232,2017,IA,Iowa,Adair,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.7,78.5,80.8,7063,41.33075609,-94.47105874,19001,PREVENT,BPMED,CrdPrv,Taking BP Medication
233,2017,IA,Iowa,Adair,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,56.0,54.7,57.2,7063,41.33075609,-94.47105874,19001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
234,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.9,8.4,9.4,7063,41.33075609,-94.47105874,19001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
235,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,6.2,6.8,7063,41.33075609,-94.47105874,19001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
236,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,8.0,8.9,7063,41.33075609,-94.47105874,19001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
237,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.6,8.2,9.2,7063,41.33075609,-94.47105874,19001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
238,2018,IA,Iowa,Adair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.3,81.8,86.5,7063,41.33075609,-94.47105874,19001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
239,2018,IA,Iowa,Adair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.7,82.4,86.9,7063,41.33075609,-94.47105874,19001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
240,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.5,7.7,9.4,7063,41.33075609,-94.47105874,19001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
241,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.5,6.5,7063,41.33075609,-94.47105874,19001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
242,2018,IA,Iowa,Adair,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.1,76.2,78.0,7063,41.33075609,-94.47105874,19001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
243,2018,IA,Iowa,Adair,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.1,72.1,74.2,7063,41.33075609,-94.47105874,19001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
244,2017,IA,Iowa,Adair,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,79.2,77.8,80.8,7063,41.33075609,-94.47105874,19001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
245,2017,IA,Iowa,Adair,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,74.3,72.4,76.2,7063,41.33075609,-94.47105874,19001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
246,2018,IA,Iowa,Adair,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.3,62.5,68.0,7063,41.33075609,-94.47105874,19001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
247,2018,IA,Iowa,Adair,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,63.1,60.3,66.0,7063,41.33075609,-94.47105874,19001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
248,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.8,6.7,8.9,7063,41.33075609,-94.47105874,19001,HLTHOUT,COPD,CrdPrv,COPD
249,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.5,7.0,7063,41.33075609,-94.47105874,19001,HLTHOUT,COPD,AgeAdjPrv,COPD
250,2018,IA,Iowa,Adair,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.4,27.2,44.5,7063,41.33075609,-94.47105874,19001,PREVENT,COREM,CrdPrv,Core preventive services for older men
251,2018,IA,Iowa,Adair,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,27.2,21.6,33.1,7063,41.33075609,-94.47105874,19001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
252,2018,IA,Iowa,Adair,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.5,23.9,40.1,7063,41.33075609,-94.47105874,19001,PREVENT,COREW,CrdPrv,Core preventive services for older women
253,2018,IA,Iowa,Adair,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,23.6,18.5,29.0,7063,41.33075609,-94.47105874,19001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
254,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.6,16.0,21.2,7063,41.33075609,-94.47105874,19001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
255,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,20.4,17.6,23.2,7063,41.33075609,-94.47105874,19001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
256,2018,IA,Iowa,Adair,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.5,62.9,70.1,7063,41.33075609,-94.47105874,19001,PREVENT,DENTAL,CrdPrv,Dental Visit
257,2018,IA,Iowa,Adair,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.0,62.0,69.6,7063,41.33075609,-94.47105874,19001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
258,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.5,10.5,12.5,7063,41.33075609,-94.47105874,19001,HLTHOUT,DIABETES,CrdPrv,Diabetes
259,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.7,8.0,9.3,7063,41.33075609,-94.47105874,19001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
260,2017,IA,Iowa,Adair,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.3,38.1,40.5,7063,41.33075609,-94.47105874,19001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
261,2017,IA,Iowa,Adair,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.0,29.2,30.9,7063,41.33075609,-94.47105874,19001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
262,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,3.1,3.6,7063,41.33075609,-94.47105874,19001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
263,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,2.3,2.7,7063,41.33075609,-94.47105874,19001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
264,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.9,23.3,28.8,7063,41.33075609,-94.47105874,19001,UNHBEH,LPA,CrdPrv,Physical Inactivity
265,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.7,21.2,26.3,7063,41.33075609,-94.47105874,19001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
266,2018,IA,Iowa,Adair,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.2,67.7,76.4,7063,41.33075609,-94.47105874,19001,PREVENT,MAMMOUSE,CrdPrv,Mammography
267,2018,IA,Iowa,Adair,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,71.6,66.8,76.0,7063,41.33075609,-94.47105874,19001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
268,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.9,9.9,11.8,7063,41.33075609,-94.47105874,19001,HLTHOUT,MHLTH,CrdPrv,Mental Health
269,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.0,10.9,13.1,7063,41.33075609,-94.47105874,19001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
270,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,35.4,33.5,37.3,7063,41.33075609,-94.47105874,19001,UNHBEH,OBESITY,CrdPrv,Obesity
271,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.6,33.7,37.6,7063,41.33075609,-94.47105874,19001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
272,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.7,10.5,12.9,7063,41.33075609,-94.47105874,19001,HLTHOUT,PHLTH,CrdPrv,Physical Health
273,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.2,9.3,11.2,7063,41.33075609,-94.47105874,19001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
274,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.1,29.5,32.5,7063,41.33075609,-94.47105874,19001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
275,2018,IA,Iowa,Adair,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.7,31.0,34.2,7063,41.33075609,-94.47105874,19001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
276,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,3.5,4.4,7063,41.33075609,-94.47105874,19001,HLTHOUT,STROKE,CrdPrv,Stroke
277,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,2.6,3.2,7063,41.33075609,-94.47105874,19001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
278,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.2,8.6,18.6,7063,41.33075609,-94.47105874,19001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
279,2018,IA,Iowa,Adair,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.1,8.7,18.1,7063,41.33075609,-94.47105874,19001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
280,2018,KY,Kentucky,Adair,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.1,8.9,13.4,19215,37.10410801,-85.28066428,21001,PREVENT,ACCESS2,CrdPrv,Health Insurance
281,2018,KY,Kentucky,Adair,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.6,9.2,14.1,19215,37.10410801,-85.28066428,21001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
282,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,35.5,33.8,37.1,19215,37.10410801,-85.28066428,21001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
283,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,31.6,30.0,33.1,19215,37.10410801,-85.28066428,21001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
284,2018,KY,Kentucky,Adair,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.0,12.2,13.8,19215,37.10410801,-85.28066428,21001,UNHBEH,BINGE,CrdPrv,Binge Drinking
285,2018,KY,Kentucky,Adair,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.2,13.4,15.1,19215,37.10410801,-85.28066428,21001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
286,2017,KY,Kentucky,Adair,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,42.5,41.0,43.9,19215,37.10410801,-85.28066428,21001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
287,2017,KY,Kentucky,Adair,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,39.1,37.6,40.5,19215,37.10410801,-85.28066428,21001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
288,2017,KY,Kentucky,Adair,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.8,78.7,80.8,19215,37.10410801,-85.28066428,21001,PREVENT,BPMED,CrdPrv,Taking BP Medication
289,2017,KY,Kentucky,Adair,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,62.8,61.5,64.1,19215,37.10410801,-85.28066428,21001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
290,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.8,7.4,8.2,19215,37.10410801,-85.28066428,21001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
291,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.3,6.9,19215,37.10410801,-85.28066428,21001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
292,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.5,10.7,12.3,19215,37.10410801,-85.28066428,21001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
293,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.5,10.7,12.3,19215,37.10410801,-85.28066428,21001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
294,2018,KY,Kentucky,Adair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.2,79.2,85.0,19215,37.10410801,-85.28066428,21001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
295,2018,KY,Kentucky,Adair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.3,80.4,86.0,19215,37.10410801,-85.28066428,21001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
296,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,10.6,9.5,11.7,19215,37.10410801,-85.28066428,21001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
297,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,8.8,8.0,9.7,19215,37.10410801,-85.28066428,21001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
298,2018,KY,Kentucky,Adair,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.7,75.7,77.7,19215,37.10410801,-85.28066428,21001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
299,2018,KY,Kentucky,Adair,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.6,73.4,75.6,19215,37.10410801,-85.28066428,21001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
300,2017,KY,Kentucky,Adair,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,78.8,76.7,80.8,19215,37.10410801,-85.28066428,21001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
301,2017,KY,Kentucky,Adair,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,77.6,75.3,79.6,19215,37.10410801,-85.28066428,21001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
302,2018,KY,Kentucky,Adair,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,63.7,60.6,66.6,19215,37.10410801,-85.28066428,21001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
303,2018,KY,Kentucky,Adair,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,62.0,58.9,65.3,19215,37.10410801,-85.28066428,21001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
304,2018,KY,Kentucky,Adair,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,13.2,11.3,15.2,19215,37.10410801,-85.28066428,21001,HLTHOUT,COPD,CrdPrv,COPD
